"negative","1944088248969876_1944107198967981"
"negative","1944088248969876_588803438162857"
"negative","1944088248969876_1944109528967748"
"negative","1944088248969876_2094962227183125"
"negative","1944088248969876_1944109738967727"
"negative","1944088248969876_1944107318967969"
"negative","1944088248969876_1944108768967824"
"negative","1944088248969876_1944124932299541"
"negative","1944088248969876_2094956660517015"
"negative","1944088248969876_1944102608968440"
"negative","1944088248969876_1823345787972784"
"negative","1944088248969876_197486494401524"
"negative","1944088248969876_197486401068200"
"positive","1946257498752951_1946276848751016"
"positive","1946257498752951_1946269662085068"
"positive","1946257498752951_1946362925409075"
"positive","1946257498752951_1946334765411891"
"negative","1946257498752951_1946381838740517"
"positive","1946257498752951_1947073485338019"
"positive","1946257498752951_1946269668751734"
"negative","1946257498752951_1946301845415183"
"positive","1946257498752951_1946532822058752"
"negative","1946257498752951_1946290075416360"
"positive","994967260636759_995297120603773"
"positive","994967260636759_1013230615477090"
"positive","994967260636759_1006229896177162"
"positive","994967260636759_1001081036692048"
"positive","994967260636759_1003680053098813"
"positive","994967260636759_995327193934099"
"positive","994967260636759_994988590634626"
"positive","994967260636759_994975843969234"
"positive","994967260636759_995028367297315"
"negative","994967260636759_1039139639552854"
"positive","994967260636759_1008217589311726"
"positive","994967260636759_1006893059444179"
"positive","994967260636759_995425147257637"
"positive","994967260636759_1032391080227710"
"positive","994967260636759_994972883969530"
"positive","994967260636759_994995670633918"
"positive","994967260636759_1003804323086386"
"positive","994967260636759_995049843961834"
"positive","994967260636759_1005564646243687"
"positive","994967260636759_995019117298240"
"positive","994967260636759_995407047259447"
"positive","994967260636759_1000632430070242"
"positive","994967260636759_1003786333088185"
"positive","994967260636759_1129822900484527"
"positive","994967260636759_1292878357512313"
"positive","994967260636759_1115932475206903"
"positive","994967260636759_1270848849715264"
"positive","994967260636759_1058962800903871"
"positive","994967260636759_1174972545969562"
"positive","994967260636759_995074273959391"
"positive","994967260636759_1017476131719205"
"positive","994967260636759_1070208639779287"
"negative","994967260636759_1098518080281676"
"positive","994967260636759_1247993892000760"
"positive","1299347396865409_1299350783531737"
"positive","1299347396865409_1299356260197856"
"positive","1299347396865409_1299372043529611"
"negative","1298064513660364_1298090463657769"
"positive","1298064513660364_1298069863659829"
"positive","1298064513660364_1298069893659826"
"positive","1298064513660364_1298107786989370"
"positive","1298064513660364_1298067143660101"
"positive","1298064513660364_1298069156993233"
"positive","1298064513660364_1298102476989901"
"positive","1764491963611379_1764540000273242"
"positive","1764491963611379_1764548236939085"
"negative","1764491963611379_1764566776937231"
"positive","1764491963611379_1764564900270752"
"positive","1764491963611379_1764531993607376"
"positive","1764491963611379_1764528190274423"
"positive","1764491963611379_1764545963605979"
"positive","1764491963611379_1764522756941633"
"positive","1764491963611379_1764573843603191"
"positive","1764491963611379_1764548600272382"
"positive","1764491963611379_1764577533602822"
"negative","1763961496997759_1764267046967204"
